Unnamed: 0,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,3.5mm jack,WLAN,Bluetooth,GPS,USB,Sensors,Unnamed: 29,SAR EU,Price,Features,NFC,Protection,Triple,Charging,SAR,5G,Quad,Dual,Performance,Display,Camera,Audio quality,GPRS,EDGE,Infrared port,removable_B,tech_gsm,tech_hspa,tech_lte,tech_cdma,tech_evdo,tech_5g,tech_umts,tech_cdma2000,screen_size,paresed_price,high_speed|0,high_speed|1,low_speed|0,low_speed|1
M130K Galaxy K,"2010, October. Released 2010, Q4",Discontinued,119.5 x 59.6 x 12.4 mm (4.70 x 2.35 x 0.49 in),131 g (4.62 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm2 (~54.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Android 2.2 (Froyo),Hummingbird,1.2 GHz Cortex-A8,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot)",8 GB,VGA,,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,0.82 W/kg (head),About 180 EUR,,,,,,0.62 W/kg (head) 0.65 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,3.7,180,,,,
Mesmerize i500,"2010, October. Released 2010, October",Discontinued,124.5 x 64.3 x 9.9 mm (4.90 x 2.53 x 0.39 in),117.9 g (4.13 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot), 16 GB included","2 GB, 512 MB RAM",VGA,,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot (Android 2.2)","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,,About 100 EUR,LED flash,,Corning Gorilla Glass,,,0.57 W/kg (head) 0.52 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,4.0,100,,,,
M920 Transform,"2010, October. Released 2010, October",Discontinued,117 x 61 x 15 mm (4.61 x 2.40 x 0.59 in),152 g (5.36 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~51.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,800MHz Samsung S3C6410,,"microSD, up to 32 GB (dedicated slot)","512 MB, 512 MB RAM",VGA,,Yes,"Wi-Fi 802.11 b/g, hotspot (Android 2.2)","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1500 mAh battery,,About 120 EUR,LED flash,,Corning Gorilla Glass,,,0.75 W/kg (head) 0.82 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,3.5,120,,,,
Galaxy 551,"2010, October. Released 2010, Q4",Discontinued,111 x 55 x 15.2 mm (4.37 x 2.17 x 0.60 in),117 g (4.13 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","3.2 inches, 29.1 cm2 (~47.7% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","Android 2.2 (Froyo), upgradable to 2.3.6 (Gingerbread)",Qualcomm MSM7227 Snapdragon S1,600 MHz,Adreno 200,"microSD, up to 32 GB (dedicated slot), 1 GB included",160 MB,"3.15 MP, AF",320p@15fps,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1200 mAh battery,0.38 W/kg (head),About 90 EUR,,,,,,0.18 W/kg (head) 0.90 W/kg (body),,,,,,Photo,Noise -85.0dB / Crosstalk -32.4dB,,,,Removable,1,1,0,0,0,0,0,0,3.2,90,,,,
Xcover 271,"2010, September. Released 2010, October",Discontinued,120.7 x 53 x 17.9 mm (4.75 x 2.09 x 0.70 in),115 g (4.06 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~19.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSD (dedicated slot),30 MB,2 MP,320p@15fps,No,No,"2.0, A2DP","Yes, with A-GPS; Google Maps",Proprietary,Compass,Removable Li-Ion 1300 mAh battery,0.67 W/kg (head),About 110 EUR,,,,,,0.47 W/kg (head) 1.12 W/kg (body),,,,,,,,,,,Removable,1,0,0,0,0,0,1,0,2.0,110,,,,
R900 Craft,"2010, September. Released 2010, September",Discontinued,114.3 x 55.9 x 11.9 mm (4.5 x 2.20 x 0.47 in),106 g (3.74 oz),,Mini-SIM,"AMOLED capacitive touchscreen, 16M colors","3.3 inches, 31.0 cm2 (~48.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~283 ppi density)",,,,,"microSD, up to 32 GB (dedicated slot), 2 GB included",165 MB,"3.15 MP, AF",Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS; MetroNavigator",microUSB 2.0,,Removable Li-Ion 1500 mAh battery,,About 100 EUR,Dual-LED flash,,,,,1.06 W/kg (head) 0.90 W/kg (body),,,,,,,,,,,Removable,0,0,1,1,1,0,0,0,3.3,100,,,,
S7230E Wave 723,"2010, August. Released 2010, October",Discontinued,109.5 x 53.9 x 11.8 mm (4.31 x 2.12 x 0.46 in),113.8 g / 99.5 g (3.99 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.2 inches, 29.1 cm2 (~49.4% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",bada OS,,,,"microSD, up to 16 GB (dedicated slot)",90 MB,"5 MP, AF",320p@15fps,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,Accelerometer,Removable Li-Ion 1200 mAh battery,0.96 W/kg (head),About 130 EUR,LED flash,,,,,,,,,,,Photo,Noise -67.8dB / Crosstalk -65.3dB,,,,Removable,1,1,0,0,0,0,0,0,3.2,130,,,,
M130L Galaxy U,"2010, August. Released 2010, Q3",Discontinued,119.5 x 59.6 x 12.4 mm (4.70 x 2.35 x 0.49 in),131 g (4.62 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm2 (~54.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Android 2.1 (Eclair),,S5PC111 1GHz,,"microSD, up to 32 GB (dedicated slot), 8 GB included",8 GB,VGA,,Yes,Wi-Fi 802.11 b/g/n,"3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1500 mAh battery,0.36 W/kg (head),About 220 EUR,,,,,,0.92 W/kg (head) 1.11 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,3.7,220,,,,
S5530,"2010, August. Released 2010, August",Discontinued,105 x 49.5 x 11.5 mm (4.13 x 1.95 x 0.45 in),96 g (3.49 oz),,Mini-SIM,"TFT, 16M colors","2.2 inches, 15.0 cm2 (~28.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"microSD, up to 16 GB (dedicated slot)",40 MB,Yes,,No,No,"2.1, A2DP",No,microUSB 2.0,,Removable Li-Ion 800 mAh battery,0.61 W/kg (head),About 90 EUR,,,,,,,,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,2.2,90,,,,
U360 Gusto,"2010, August. Released 2010, August",Discontinued,101 x 47 x 14 mm (3.98 x 1.85 x 0.55 in),93 g (3.28 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.5% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),,,,,No,64 MB,VGA,No,No,No,"2.0, A2DP",A-GPS only; VZ Navigator,microUSB,,Removable Li-Ion 1000 mAh battery,,About 80 EUR,,,,,,0.72 W/kg (head) 0.85 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,0,0,0,1,2.0,80,,,,
Fascinate,"2010, June. Released 2010, Q3",Discontinued,125 x 64 x 10.5 mm (4.92 x 2.52 x 0.41 in),116 g (4.09 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot), 16 GB included",2 GB,"5 MP, AF",720p@30fps,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot (Android 2.2)","3.0, A2DP","Yes, with A-GPS, VZ Navigator",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1500 mAh battery,,About 120 EUR,LED flash,,Corning Gorilla Glass,,,0.57 W/kg (head) 0.52 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,4.0,120,,,,
Vibrant,"2010, June. Released 2010, August",Discontinued,122.4 x 64.5 x 9.9 mm (4.82 x 2.54 x 0.39 in),"117,9 (4.13 oz)",,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot), 2 GB included","16 GB, 512 MB RAM","5 MP, AF",720p@30fps,Yes,Wi-Fi 802.11 b/g/n; DLNA,"3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,,About 150 EUR,,,Corning Gorilla Glass,,,0.89 W/kg (head) 0.92 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,4.0,150,,,,
A927 Flight II,"2010, August. Released 2010, August",Discontinued,111.8 x 53.3 x 12.7 mm (4.40 x 2.10 x 0.5 in),99 g (3.49 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.0 inches, 25.6 cm2 (~43.0% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,"microSD, up to 16 GB (dedicated slot)",512 MB,2 MP,Yes,Yes,No,"2.1, A2DP",A-GPS only; AT&T Navigator,microUSB 2.0,,Removable Li-Ion battery,0.64 W/kg (head),About 110 EUR,,,,,,1.07 W/kg (head) 1.10 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,3.0,110,,,,
T669 Gravity T,"2010, June. Released 2010, June",Discontinued,110 x 56.6 x 15 mm (4.33 x 2.23 x 0.59 in),120 g (4.23 oz),,Mini-SIM,"TFT resistive touchscreen, 256K colors",,"240 x 320 pixels, 4:3 ratio",,,184 MHz,,"microSD, up to 16 GB (dedicated slot)",50 MB,2 MP,Yes,No,No,"2.1, A2DP",A-GPS only; Google Maps,microUSB 2.0,Accelerometer,Removable Li-Ion 1000 mAh battery,0.41 W/kg (head),About 120 EUR,,,,,,,,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,,120,,,,
T479 Gravity 3,"2010, June. Released 2010, June",Discontinued,116.8 x 53.6 x 15.2 mm (4.60 x 2.11 x 0.60 in),123 g (4.34 oz),,Mini-SIM,"TFT, 256K colors",,"240 x 320 pixels, 4:3 ratio",,,184 MHz,,"microSD, up to 16 GB (dedicated slot)",70 MB,2 MP,Yes,No,No,"2.1, A2DP",A-GPS only; Google Maps,microUSB 2.0,,Removable Li-Ion 1000 mAh battery,0.52 W/kg (head),About 130 EUR,,,,,,,,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,,130,,,,
:) Smiley,"2010, June. Released 2010, June",Discontinued,99.6 x 59.4 x 15 mm (3.92 x 2.34 x 0.59 in),112.8 g (3.95 oz),,Mini-SIM,"TFT, 256K colors",,"240 x 320 pixels, 4:3 ratio",,,184 MHz,,"microSD, up to 16 GB (dedicated slot)",50 MB,1.3 MP,Yes,No,No,"2.1, A2DP",A-GPS only; Google Maps,microUSB 2.0,,Removable Li-Ion 1000 mAh battery,0.98 W/kg (head),About 130 EUR,,,,,,0.47 W/kg (head) 0.78 W/kg (body),,,,,,,,,,,Removable,1,0,0,0,0,0,1,0,,130,,,,
C5010 Squash,"2010, May. Released 2010, Q3",Discontinued,115 x 46 x 12.8 mm (4.53 x 1.81 x 0.50 in),81 g (2.86 oz),,Mini-SIM,"TFT, 65K colors","2.0 inches, 12.6 cm2 (~23.8% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),,,,,"microSD, up to 8 GB (dedicated slot)",42 MB,Yes,,No,No,"2.1, A2DP",No,2.0,,Removable Li-Ion 800 mAh battery,0.71 W/kg (head),About 80 EUR,,,,,,,,,,,,,,,,,Removable,1,0,0,0,0,0,1,0,2.0,80,,,,
i897 Captivate,"2010, June. Released 2010, July",Discontinued,122.4 x 64.2 x 9.9 mm (4.82 x 2.53 x 0.39 in),118 g (4.16 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.1 (Eclair), upgradable to 2.3 (Gingerbread)",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot)","16 GB, 512 MB RAM","5 MP, AF",720p@30fps,Yes,Wi-Fi 802.11 b/g/n; DLNA,"3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,0.37 W/kg (head),About 170 EUR,,,Corning Gorilla Glass,,,,,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,4.0,170,,,,
B7350 Omnia PRO 4,"2010, June. Released 2010, October",Discontinued,117.7 x 59.8 x 11.9 mm (4.63 x 2.35 x 0.47 in),122 g (4.30 oz),,Mini-SIM,"TFT resistive touchscreen, 65K colors","2.62 inches, 22.1 cm2 (~31.5% screen-to-body ratio)","320 x 320 pixels, 1:1 ratio (~173 ppi density)",Microsoft Windows Mobile 6.5 Professional,,,,"microSD, up to 32 GB (dedicated slot)",200 MB,"3.15 MP, AF",320p@15fps,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",microUSB 2.0,,Removable Li-Ion 1500 mAh battery,0.64 W/kg (head),About 150 EUR,,,,,,0.42 W/kg (head) 0.43 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,2.62,150,,,,
B6520 Omnia PRO 5,"2010, June. Released 2010, October",Discontinued,116.5 x 61.8 x 11.5 mm (4.59 x 2.43 x 0.45 in),111 g (3.92 oz),,Mini-SIM,"TFT, 65K colors","2.4 inches, 17.8 cm2 (~24.8% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 6.5 Standard,,,,"microSD, up to 16 GB (dedicated slot)",220 MB,Yes,,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP","Yes, with A-GPS",microUSB 2.0,,Removable Li-Ion 1500 mAh battery,0.79 W/kg (head),About 170 EUR,,,,,,1.02 W/kg (head) 0.37 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,2.4,170,,,,
U320 Haven,"2010, July. Released 2010, July",Discontinued,100 x 51 x 18 mm (3.94 x 2.01 x 0.71 in),99 g (3.49 oz),,Mini-SIM,"TFT, 65K colors","2.2 inches, 15.2 cm2 (~29.9% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,No,"24 MB, 16 MB RAM, 64 MB ROM",,,No,No,No,E911 call only,microUSB,,Removable Li-Ion 1000 mAh battery,,About 90 EUR,,,,,,0.41 W/kg (head) 0.67 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,0,0,0,1,2.2,90,,,,
U460 Intensity II,"2010, July. Released 2010, July",Discontinued,124 x 73 x 17.9 mm (4.88 x 2.87 x 0.70 in),116 g (4.09 oz),,Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~16.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"microSD, up to 32 GB (dedicated slot)",,1.3 MP,No,No,No,"2.1, A2DP",A-GPS only; VZ Navigator,microUSB 2.0,,Removable Li-Ion 1000 mAh battery,,About 100 EUR,,,,,,1.04 W/kg (head) 0.50 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,0,0,0,1,2.2,100,,,,
M350 Seek,"2010, May. Released 2010, May",Discontinued,105 x 53 x 15 mm (4.13 x 2.09 x 0.59 in),109 g (3.84 oz),,Mini-SIM,"TFT touchscreen, 256K colors","2.6 inches, 20.9 cm2 (~37.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,"microSD, up to 32 GB (dedicated slot)","128 MB RAM, 256 MB ROM",1.3 MP,Yes,Yes,No,"2.1, A2DP",No,microUSB 2.0,,Removable Li-Ion 1500 mAh battery,,About 130 EUR,,,,,,1.08 W/kg (head) 1.31 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,2.6,130,,,,
Epic 4G,"2010, June. Released 2010, September",Discontinued,124 x 65 x 14 mm (4.88 x 2.56 x 0.55 in),155 g (5.47 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot)","512 MB, 512 MB RAM",VGA,,Yes,"Wi-Fi 802.11 b/g/n; WiMAX, hotspot (Android 2.2)","2.1, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,,About 200 EUR,LED flash,,Corning Gorilla Glass,,,0.68 W/kg (head) 0.99 W/kg (body),,,,,,,,,,,Removable,0,1,0,1,1,0,0,0,4.0,200,,,,
Acclaim,"2010, June. Released 2010, July",Discontinued,114 x 59 x 15 mm (4.49 x 2.32 x 0.59 in),130 g (4.59 oz),,Mini-SIM,"TFT touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~45.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,,,"microSD, up to 32 GB (dedicated slot), 4 GB included",,"3.15 MP, AF",Yes,No,"Wi-Fi 802.11 b/g, hotspot (Android 2.2)","2.1, A2DP","Yes, with A-GPS",microUSB 2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,,About 170 EUR,LED flash,,,,,0.29 W/kg (head) 0.98 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,3.2,170,,,,
Intercept,"2010, July. Released 2010, July",Discontinued,113 x 56 x 15 mm (4.45 x 2.20 x 0.59 in),139 g (4.90 oz),,Mini-SIM,"TFT touchscreen, 65K colors","3.2 inches, 29.1 cm2 (~46.1% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,,,"microSD, up to 32 GB (dedicated slot)",,"3.15 MP, AF",Yes,Yes,"Wi-Fi 802.11 b/g, hotspot (Android 2.2)","2.0, A2DP","Yes, with A-GPS",microUSB 2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,,About 150 EUR,,,,,,0.72 W/kg (head) 1.08 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,3.2,150,,,,
R360 Messenger Touch,"2010, May. Released 2010, May",Discontinued,105 x 54 x 15 mm (4.13 x 2.13 x 0.59 in),108 g (3.81 oz),,Mini-SIM,"TFT touchscreen, 256K colors","2.6 inches, 20.9 cm2 (~36.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,"microSD, up to 16 GB (dedicated slot)",100 MB,2 MP,Yes,No,No,"2.1, A2DP",No,microUSB 2.0,,Removable Li-Ion 1000 mAh battery,,About 90 EUR,,,,,,0.95 W/kg (head) 1.02 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,2.6,90,,,,
i225 Exec,"2010, April. Released 2010, April",Discontinued,117 x 60 x 11 mm (4.61 x 2.36 x 0.43 in),105 g (3.70 oz),,Mini-SIM,"TFT, 65K colors","2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 6.5 Standard,,667 MHz,,"microSD, up to 32 GB (dedicated slot)",123 MB,2 MP,Yes,No,No,"2.0, A2DP","Yes, with A-GPS",microUSB 2.0,,Removable Li-Ion 1500 mAh battery,,About 120 EUR,,,,,,1.03 W/kg (head) 0.53 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,2.4,120,,,,
M570 Restore,"2010, April. Released 2010, June",Discontinued,117 x 53 x 15 mm (4.61 x 2.09 x 0.59 in),122 g (4.30 oz),,Mini-SIM,"TFT, 256K colors","2.66 inches, 21.9 cm2 (~35.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~150 ppi density)",,,,,"microSD, up to 32 GB (dedicated slot)",,2 MP,Yes,No,No,"2.1, A2DP","Yes, with A-GPS",microUSB 2.0,,Removable Li-Ion 1160 mAh battery,,About 110 EUR,,,,,,0.99 W/kg (head) 0.56 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,2.66,110,,,,
R351 Freeform,"2009, August. Released 2009, August",Discontinued,112 x 61 x 13 mm (4.41 x 2.40 x 0.51 in),103 g (3.63 oz),,Mini-SIM,"TFT, 256K colors","2.2 inches, 15.2 cm2 (~22.3% screen-to-body ratio)",220 x 176 pixels (~128 ppi density),,,,,microSD (dedicated slot),55 MB,1.3 MP,Yes,No,No,"2.0, A2DP","Yes, with A-GPS",microUSB 2.0,,Removable Li-Ion 1000 mAh battery,,About 110 EUR,,,,,,1.01 W/kg (head) 0.53 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,0,0,0,1,2.2,110,,,,
I5500 Galaxy 5,"2010, June. Released 2010, August",Discontinued,108 x 56 x 12.3 mm (4.25 x 2.20 x 0.48 in),102 g (3.60 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","2.8 inches, 24.3 cm2 (~40.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,600 MHz,,"microSD, up to 16 GB (dedicated slot), 1 GB included",170 MB,2 MP,320p@15fps,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot (Android 2.2)","2.1, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1200 mAh battery,0.65 W/kg (head),About 80 EUR,,,,,,,,,,,,,Noise -79.7dB / Crosstalk -75.1dB,,,,Removable,1,1,0,0,0,0,0,0,2.8,80,,,,
I5801 Galaxy Apollo,"2010, June. Released 2010, July",Discontinued,113.5 x 55 x 12.6 mm (4.47 x 2.17 x 0.50 in),113 g (3.99 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","3.2 inches, 29.1 cm2 (~46.7% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,Samsung S5P6422 667 MHz,,"microSD, up to 32 GB (dedicated slot), 1 GB included","512 MB, 256 MB RAM","3.15 MP, AF",320p@15fps,Yes,"Wi-Fi 802.11 b/g/n, hotspot (Android 2.2)","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,0.57 W/kg (head),About 140 EUR,,,,,,,,,,,,,Noise -91.0dB / Crosstalk -89.9dB,,,,Removable,1,1,0,0,0,0,0,0,3.2,140,,,,
I5800 Galaxy 3,"2010, June. Released 2010, July",Discontinued,113.5 x 55 x 12.9 mm (4.47 x 2.17 x 0.51 in),109 g (3.84 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","3.2 inches, 29.1 cm2 (~46.7% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,Samsung S5P6422 667 MHz,,"microSD, up to 32 GB (dedicated slot), 1 GB included","512 MB, 256 MB RAM","3.15 MP, AF",320p@15fps,Yes,"Wi-Fi 802.11 b/g/n, hotspot (Android 2.2)","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,0.57 W/kg (head),About 140 EUR,,,,,,,,,,,,Photo,Noise -91.2dB / Crosstalk -89.9dB,,,,Removable,1,1,0,0,0,0,0,0,3.2,140,,,,
B7722,"2010, June. Released 2010, June",Discontinued,113.5 x 55.5 x 14.3 mm (4.47 x 2.19 x 0.56 in),112 g (3.95 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT resistive touchscreen, 256K colors","3.2 inches, 29.1 cm2 (~46.3% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,,,"microSD, up to 16 GB (dedicated slot)",270 MB,Yes,,No,Wi-Fi 802.11 b/g,"2.1, A2DP",No,2.0,,Removable Li-Ion 1200 mAh battery,0.69 W/kg (head) 0.70 W/kg (body),About 150 EUR,LED flash,,,,,,,,,,,,Noise -83.9dB / Crosstalk -82.9dB,,,,Removable,1,1,0,0,0,0,0,0,3.2,150,,,,
A847 Rugby II,"2010, May. Released 2010, June",Discontinued,102 x 52 x 22 mm (4.02 x 2.05 x 0.87 in),100 g (3.53 oz),,Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~28.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"microSD, up to 16 GB (dedicated slot)",70 MB,2 MP,Yes,No,No,"2.0, A2DP",A-GPS only; AT&T Navigator,microUSB 2.0,,Removable Li-Ion 1300 mAh battery,0.51 W/kg (head),About 100 EUR,,,,,,,,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,2.2,100,,,,
W960 AMOLED 3D,"2010, April. Released 2010, July",Discontinued,113.9 x 53.9 x 13.9 mm (4.48 x 2.12 x 0.55 in),120.6 g (4.23 oz),,Mini-SIM,"AMOLED 3D capacitive touchscreen, 16M colors","3.2 inches, 29.1 cm2 (~47.5% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,,,"microSD, up to 16 GB (dedicated slot)",,"3.2 MP, AF",Yes,No,No,"2.1, A2DP",No,microUSB 2.0,Accelerometer,Removable Li-Ion 1150 mAh battery,0.36 W/kg (head),About 220 EUR,,,,,,,,,,,,,,Class 10,Class 10,,Removable,1,1,0,0,0,0,0,0,3.2,220,,,,
